"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Paxillin.slide1_image31_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image31_right","yes",59.4,24.3,"-","-","yes","22.5","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide1_image31_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image4.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image4","yes",81.4,27,"-","-","yes","27.7","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide1_image4.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image5.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image5","yes",61.7,19,"-","-","yes","49.5","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide1_image5.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image6.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image6","yes",72.7,16.7,"-","-","yes","34.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide1_image6.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image7.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image7","yes",88.4,22.9,"-","-","yes","20.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide1_image7.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image8.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image8","yes",88.5,20,"-","-","yes","31","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide1_image8.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image9.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image9","yes",122,26.6,"-","-","yes","26","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image9.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image1.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image1","yes",125,46.9,"-","-","yes","28.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Paxillin.slide2_image1.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Paxillin.slide2_image10.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image10","yes",85.4,42.5,"-","-","yes","21.7","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide2_image10.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image12_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image12_left","yes",105,28,"-","-","yes","16.5","-","look like WT","look like WT","all look like WT","not good","","Paxillin.slide2_image12_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image12_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image12_right","yes",115,28,"-","-","yes","27.1","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide2_image12_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image14.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image14","yes",124,32,"-","-","yes","47.4","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide2_image14.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image15.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image15","yes",86.7,26,"-","-","yes","26.6","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide2_image15.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image16.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image16_right","yes",95.1,28,"-","-","yes","24","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide2_image16_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image17.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image17","yes",89.7,33.9,"-","-","yes","2.73","-","problem migration and orientation","enhanced ATM migration / TVC cell alignment","one of the ATM migrated but not completely, and the 2 TVCs divided but not in the medio-lateral orientation","good","","Paxillin.slide2_image17.2019_08_29","migration/orientation perturbed",TRUE,FALSE,TRUE
"Paxillin.slide2_image18_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image18_left","yes",106,27.8,"-","-","yes","32.7","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide2_image18_left.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image18_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image18_right","yes",106,27.8,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATM migrated a bit in the trunk and still attached to the TVC; and the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide2_image18_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image19.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image19","yes",116,26.6,"-","-","yes","30.8","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","not good","","Paxillin.slide2_image19.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image2_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image2_left","yes",98.3,38,"-","-","yes","29.3","-","look like WT","look like WT","all look like WT","not good","","Paxillin.slide2_image2_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image2_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image2_right","yes",98.3,44,"-","-","yes","22.6","-","problem division","enhanced ATM division / inhibited TVC division","one of the ATM divided in the tail; the 2 TVCs didn't divide in the trunk","not good","","Paxillin.slide2_image2_right.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image20.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image20","yes",74.5,40.5,"-","-","yes","46.6","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","","Paxillin.slide2_image20.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image21_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image21_left","yes",81.8,26,"-","-","yes","25.5","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide2_image21_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image21_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image21_right","yes",64.8,29,"-","-","yes","25.7","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, stayed in the tail and didn't divide","correct","","Paxillin.slide2_image21_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image23_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image23_left","yes",72.4,39.1,"-","-","yes","13.3","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","","Paxillin.slide2_image23_left.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image24_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image24_left","yes",71.9,26.3,"-","-","yes","16.2","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide2_image24_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image24_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image24_right","yes",71.9,30,"-","-","yes","25.9","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide2_image24_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image25.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image25","yes",83.2,47,"-","-","yes","22.8","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","","Paxillin.slide2_image25.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image26.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image26","yes",95.2,47.3,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","One of the ATM migrated but not completely because attached to the TVCs and still attached to the other ATM, and the 2 TVCs didn't divide in the trunk","correct","","Paxillin.slide2_image26.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image3.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image3","yes",125,39,"-","-","yes","44","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","","Paxillin.slide2_image3.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image4.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image4","yes",110,37,"-","-","yes","24.1","-","problem disposition TVC","problem disposition TVC","all look like WT (but the group is not oriented medio-lateral, but no feature to see that)","not good","","Paxillin.slide2_image4.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image6.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image6","yes",98.3,33,"-","-","yes","30.7","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide2_image6.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image7_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image7_left","yes",80,30.2,"-","-","yes","20.7","-","problem migration","inhibited TVC migration","one of the TVC didn't migrate, stayed in the tail and divided","good","","Paxillin.slide2_image7_left.2019_08_29","migration perturbed",TRUE,FALSE,FALSE
"Paxillin.slide2_image8_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image8_left","yes",104,29,"-","-","yes","20.1","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide2_image8_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide2_image8_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image8_right","yes",106,38.9,"-","-","yes","23.3","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","good","","Paxillin.slide2_image8_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image9.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image9","yes",100,46.4,"-","-","yes","20.1","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned","correct","","Paxillin.slide2_image9.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Rab5.image1_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image1_left","yes",27.7,15,"-","-","yes","35.3","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Rab5.image1_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Rab5.image1_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image1_right","yes",25.4,15,"-","-","yes","32.7","-","problem division (but not seen in the segmentation, because nuclei are far enough)","inhibited TVC division","one of the TVC divided not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)","correct","One of the TVC divided not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)","Rab5.image1_right.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Rab5.image1.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image1","yes",15.3,17.3,"-","-","yes","44.5","-","look like WT","look like WT","all look like WT","correct","-","Rab5.image1.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image10.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image10","yes",20.7,19.3,"-","-","yes","33.4","-","look like WT","look like WT","all look like WT","good","-","Rab5.image10.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image10.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image10","yes",25,25.2,"-","-","yes","0","-","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with TVCs, still attached to the TVCs and the 2 TVCs didn't divide","correct","-","Rab5.image10.2020_07_23","migration/division perturbed",TRUE,TRUE,FALSE
"Rab5.image11.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image11","yes",20.8,15,"-","-","yes","38.3","-","look like WT","look like WT","all look like WT","good","-","Rab5.image11.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image11.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image11","yes",32.6,14.5,"-","-","yes","26","-","problem migration and division","enhanced ATM division / enhanced ATM migration","one of the ATM divided and one of the cell migrated in the trunk with the TVCs","good","Ambiguous phenotype","Rab5.image11.2020_07_23","migration/division perturbed",TRUE,TRUE,FALSE
"Rab5.image12_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image12_left","yes",27.5,9.5,"-","-","yes","23","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","correct","Don't see all the ATM cells (image not centered)","Rab5.image12_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Rab5.image12_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image12_right","yes",27.5,17.5,"-","-","yes","33.9","-","look like WT","look like WT","all look like WT","good","-","Rab5.image12_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Rab5.image12.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image12","yes",20.4,17,"-","-","yes","43.9","-","look like WT","look like WT","all look like WT","correct","Don't see all the ATM cells (image not centered)","Rab5.image12.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image13_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image13_left","yes",22.5,24.7,"-","-","yes","36.3","-","look like WT","look like WT","all look like WT","good","-","Rab5.image13_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image13_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image13_right","yes",22.5,20.6,"-","-","yes","32.4","-","look like WT","look like WT","all look like WT","correct","-","Rab5.image13_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image13_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image13_right","yes",25,12.3,"-","-","yes","52.3","-","look like WT","look like WT","all look like WT","correct","-","Rab5.image13_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Rab5.image14_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image14_right","yes",22.5,16.1,"-","-","yes","33.1","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Rab5.image14_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Rab5.image14.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image14","yes",11.7,17.8,"-","-","yes","37.9","-","look like WT","look like WT","all look like WT","good","-","Rab5.image14.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image15_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image15_left","yes",21.9,17.3,"-","-","yes","39.3","-","look like WT","look like WT","all look like WT","good","-","Rab5.image15_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image16_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image16_left","yes",21.8,30.7,"-","-","yes","48.5","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","correct","-","Rab5.image16_left.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Rab5.image16_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image16_left","yes",27.3,12.3,"-","-","yes","-","only one group in the trunk - no distance","problem migration and problem disposition TVC","enhanced ATM migration / problem disposition TVC","the 2 ATM migrated with the TVCs in the trunk and the TVCs are not correctly oriented with the other side","not good","Ambiguous phenotype between left and right","Rab5.image16_left.2020_07_23","migration perturbed",TRUE,FALSE,FALSE
"Rab5.image16_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image16_right","yes",27.3,17.6,"-","-","yes","9.89","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","correct","Ambiguous phenotype between left and right, missing a part of the segmentation not detected","Rab5.image16_right.2020_07_23","migration perturbed",TRUE,FALSE,FALSE
"Rab5.image17_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image17_left","yes",22.5,21.4,"-","-","yes","31.8","-","look like WT","look like WT","all look like WT","good","-","Rab5.image17_left.2020_07_14","WT",FALSE,FALSE,FALSE
